type,1,2,3,4,5,6,7,8,9,10,
D,1.0,0.663241279431,-1.76055021887,-0.983923172715,1.0,8.42090875713,5.74803811497,4.15333818113,1.41217281497,0.394977787175,
B,0.0,0.723302398088,1.6339787342,0.626262164949,0.0,3.5764814454,2.78355314877,8.46870629707,-1.16078377504,-0.322163320513,
A,1.0,-0.314785989781,1.47892618629,-1.77384775416,0.0,3.71065111158,2.40768768899,-0.279535088202,1.51689706475,-0.222244206482,
D,1.0,1.41818038513,1.59895023143,1.33995363043,0.0,7.93750781878,7.606687946,4.15526100613,1.63482935004,-1.65045480503,
D,1.0,0.226023565701,0.411485865258,1.47325861408,0.0,0.361399707444,7.64187928147,4.07692064545,1.26387838997,0.57946197985,
A,0.0,-0.470448142048,0.524052721998,-0.858568392841,0.0,8.90626903774,2.53335179069,1.67500280008,-1.71996882694,0.713405524006,
D,0.0,-1.0993399594,-0.310911898997,-0.566835492089,1.0,4.8829440763,6.4908478939,5.42685246958,-0.854606908122,0.318279458575,
C,0.0,1.71521187031,0.802531949436,-0.878876414644,0.0,-0.671464240656,6.44095410652,7.46221165939,1.89939533365,0.449096283408,
C,1.0,1.47328855247,1.89314137501,0.732313901869,1.0,-0.0236380254795,6.93085624774,8.95292769292,-0.411409214926,-1.20267220613,
D,1.0,-1.47060053401,0.619827554611,-0.965493230457,0.0,5.93422110295,6.76378761006,4.79625827004,0.711832318195,0.305525823513,
D,0.0,1.7493290944,1.70018816083,1.7779749473,1.0,1.42394753526,7.33630528568,4.0892864626,0.287306996635,1.46771967413,
D,0.0,0.0372030794481,-0.368480216725,1.5755528921,0.0,3.44547720353,6.8944432661,3.639861982,1.52664972106,1.63265348484,
D,0.0,-0.121502673235,-1.3771706297,0.402242984405,0.0,10.7398529336,5.70495826516,4.79277331127,-0.062626439069,-0.713339999726,
B,0.0,1.10591658334,0.82388149135,1.08152217661,1.0,5.86710547082,2.42851597422,6.53342788458,0.164598737318,-0.735993135452,
C,0.0,-0.335712803802,0.300811043246,0.103245607679,0.0,2.66748572471,6.63134572806,8.21957359274,-1.20003521496,1.16234015168,
D,1.0,-1.77268041163,-1.15985024848,0.428550864415,0.0,4.92165310486,6.82717594329,4.88344955966,-1.62845899984,-0.0156037626064,
A,1.0,-1.86646697938,-1.04480264757,1.81539223297,0.0,-2.21019385343,2.85859967652,0.747265832854,-1.41761659781,-1.12834931628,
A,1.0,1.53322825275,0.651333282539,-1.55310982108,0.0,2.07186646366,2.92291622154,-0.428886004952,1.22785169665,1.14892978668,
B,0.0,1.95079976039,0.60854877034,1.72907598299,0.0,0.804164281312,2.18805773321,9.48534593472,-1.37046037792,-1.86266062348,
A,1.0,1.7658169096,-1.98321273896,0.571539010431,0.0,4.50891827765,2.65282593894,0.310426039523,-0.0188971949131,0.00775817305379,
A,1.0,1.0065934209,-0.264988397815,-1.2892889579,1.0,5.07634804841,2.60640623524,0.591954236026,0.864496172222,-0.603071526136,
A,1.0,-1.55645602327,-1.500794138,0.252235653999,1.0,8.33506445102,2.60759280352,-0.912896101424,-1.75611465909,1.63192166986,
A,1.0,0.463054170283,1.50878171445,0.806428907273,0.0,5.16322430834,3.16409205958,1.76774328712,-1.26344775746,0.285094696957,
B,0.0,1.93144184549,1.75708057265,-1.74079977006,1.0,3.29323659286,2.00865744145,9.78366712208,1.85462171071,1.91287475485,
D,0.0,-1.33123838901,-1.58341814862,0.651418263451,1.0,5.50548856127,7.65131738542,5.13370184076,-1.10805169735,1.90307875091,
C,1.0,-0.11910170608,-1.58873661124,-1.16260716075,1.0,7.74674064748,6.61138473299,9.24798492058,-1.29108565815,-1.53663194264,
A,1.0,1.5722461975,0.438404044431,0.905602890158,1.0,0.29373951923,2.60861580485,-0.943873810431,-1.4806530846,1.65647464671,
A,1.0,0.0156815124307,0.411009078027,-1.6595562276,1.0,-2.85191028029,2.57184786975,-0.263243513352,-1.74986450564,1.6461081293,
C,0.0,1.29325255157,0.315339172791,0.731032717402,1.0,4.88702560977,5.01737040575,10.3248304115,-1.27047227469,0.584543662721,
A,0.0,0.889498826365,-1.08619602377,1.04958169102,1.0,3.0251759173,2.70026476823,0.277119319521,0.84347190055,0.6576685114,
C,0.0,0.0372135860962,0.45201933106,0.0729742498114,1.0,-0.782219747215,6.29175116949,8.62365881194,-1.16483199343,-1.50859468813,
D,1.0,-1.64145330415,-1.6834310036,-0.397523784007,0.0,-1.35831131658,6.66991617236,3.83674275904,-0.211384580234,-0.972191735073,
A,1.0,1.31287811075,0.987297056009,0.944184718967,1.0,0.0101535811313,2.66983444739,0.018013299035,-1.06775782417,0.987388934151,
C,0.0,0.370906562372,-0.68613452636,-1.09741637839,0.0,9.07537615849,5.6476452774,8.90279306594,-0.296118764934,-0.583137028075,
B,0.0,-1.99742627801,0.157178742431,1.70636630235,0.0,-2.97625547879,2.77115257651,8.25897396294,-0.611769118138,0.9379163075,
B,1.0,1.92051022122,-1.10939758852,-1.63657496727,0.0,-1.71558362451,2.32515009692,10.3537083381,0.940732512598,1.36191498983,
B,0.0,-0.403593781416,-0.678393204998,0.377652137892,1.0,7.35505729035,2.35246369437,9.63910927263,0.672874121948,-1.26424577191,
B,1.0,1.50304295992,1.0863119746,-1.59634001568,1.0,3.58574067477,2.87162849921,8.03015682195,-0.612160102726,1.37268428169,
A,1.0,-1.37081817319,-1.68762976968,1.60906695117,0.0,4.41413948682,2.32125714309,-1.11646362371,0.801048920984,-1.0586482506,
A,1.0,1.00888111994,1.79450392975,-1.21019651028,1.0,5.18184978804,2.61791549102,0.480728791167,-1.97641448071,-1.58092642825,
A,1.0,0.889048821399,-1.56470043663,-1.41600744511,1.0,5.20356971308,1.77439371539,0.681732634582,1.14250893731,0.274518120997,
A,1.0,-0.772878236462,-0.854104280132,1.92304583322,0.0,1.53507641513,2.2744326806,0.574022179797,-1.7879027761,-0.271129951122,
B,0.0,0.968303142076,0.219667613653,0.158384434047,1.0,-0.718319308348,2.21648463184,9.52819186507,-0.270983112047,-1.73683084049,
C,0.0,1.61271197141,1.21063215521,1.00868767776,0.0,8.57001624326,7.04749902832,10.373871793,1.99535488317,0.357545899212,
D,0.0,0.66425967759,-1.76296285275,0.972416097565,1.0,3.63802649996,7.48065345907,3.74680551041,1.00853235065,-1.59011051774,
D,0.0,-1.16203354783,-0.880535928599,1.8234776506,1.0,1.22215141971,6.97106603295,3.44308949009,1.18896789982,1.99209349641,
A,0.0,1.55038010076,1.04872234985,0.304529203013,0.0,8.41718825017,2.07119417515,-0.987726652853,1.62891095268,0.387218529105,
A,1.0,-1.4282292986,-0.334148127752,-1.35715606696,0.0,-1.55667767405,2.48686014939,-0.403338489037,0.621301792059,-0.378635601017,
D,0.0,0.937986250301,-0.535541519781,-0.196514429397,1.0,10.3622079873,6.53464669171,4.07233629504,0.407633253017,-0.0259130757736,
C,1.0,-0.403953587736,-1.09086658872,0.2332403692,0.0,2.25277592815,7.05107297509,9.17531748301,1.17789157392,-0.110326163428,
D,1.0,-1.95926548423,-1.07235414188,0.16026718828,0.0,6.79210334559,6.17876433703,4.24277891085,1.62919135407,-1.96134993505,
A,0.0,-1.81217146328,-0.0513263223568,-1.12687631977,1.0,5.97479222703,2.25720338692,-0.647347193155,-1.87879776408,1.54012132138,
D,1.0,1.14488768006,-0.322131242097,1.79458941355,0.0,5.95348080716,7.738724857,4.38294410329,-0.64286272966,1.8863751058,
A,0.0,-0.0521240313551,1.567650752,1.24033615246,0.0,-2.51487598505,2.88295365798,-0.160159478402,1.44842841488,1.11625138627,
B,0.0,-0.87457094114,-1.35259313438,-0.0287743892423,1.0,-1.63869742877,2.68988544587,8.80582296598,1.76324144619,-1.63912584631,
D,0.0,-1.33892300719,-0.758625119903,-1.84994406263,0.0,5.61827056623,6.56589164568,4.21151133603,1.03579931448,1.03059655319,
A,1.0,0.960545837449,1.75119926429,-0.0659428732869,0.0,-1.32293928039,2.47714637296,1.17586226852,-1.454354327,-1.2289571151,
B,0.0,-0.246883890372,0.193994416113,0.169499320368,1.0,1.09644999454,2.35335990082,11.6530172769,-0.485299170426,0.680551813842,
D,1.0,1.43715337127,1.76430899989,0.799530383038,0.0,6.20343679028,6.03741187168,4.57975534864,1.15414762385,1.45037069205,
B,1.0,-1.69204100809,-0.663693884465,-1.30811333742,1.0,6.78581275084,2.17511861119,8.72864345072,-0.274719728718,1.24107134732,
B,0.0,1.47418819485,-1.61643126065,0.468645171922,1.0,5.21070265117,2.13067434455,7.38484480921,-1.09445265249,1.97838803205,
C,1.0,1.26274031917,-1.44644006329,1.28606659323,0.0,5.21480080456,7.27935653364,9.20145024455,1.64226700276,1.08532498682,
A,1.0,1.15276890207,1.52041562074,-0.236701228683,0.0,3.38950535938,2.49756992203,-0.451813880056,-0.190454197106,-0.62252917862,
D,1.0,0.670641135899,0.764695042285,1.33579010602,1.0,1.56163820846,5.87274679405,4.90597659632,1.07927238991,1.72948164743,
A,1.0,-1.95612304032,-0.0272926808165,-1.68745761967,0.0,5.94495406642,2.62562513264,-1.80999010979,-0.642091239481,0.670327145974,
C,0.0,-1.54118818257,0.433961219512,1.93950552975,0.0,1.67144194356,5.89522160592,9.45353071028,0.532688218522,-0.456876281031,
A,0.0,-1.63956219284,-0.124903558586,-1.84956834382,0.0,6.0266638257,2.29886435282,0.171906377973,0.823070737658,-1.40195252733,
C,1.0,1.66474935569,1.37085869643,0.803101022225,0.0,0.964383498036,6.94222788497,9.27283560504,0.370980847645,1.50115551912,
C,0.0,-1.62558341028,-0.14939323594,-1.77450838898,0.0,8.03725114095,6.16792500134,8.22479732194,-0.460284024174,0.350426790957,
D,0.0,1.5624442943,-0.250646809053,0.194787318848,1.0,4.32772314133,5.61070200255,4.40631726725,0.979030369902,-1.00620001208,
A,0.0,-0.594265158056,0.918535269888,-0.632119944246,0.0,0.238984155452,2.80329168478,0.199091984568,1.59709642164,-1.52213380446,
B,0.0,1.34849334616,-0.492226078916,0.136265092142,0.0,3.77692736737,2.12380125396,9.15506818119,0.589031412291,0.279985102056,
D,0.0,-1.37506925206,-1.32489006449,-0.117939358569,0.0,3.77109636707,7.20514267267,4.0065825568,-1.07661502,-0.353608890664,
C,0.0,-0.268447296062,0.911598911185,0.145125613585,0.0,2.74606374488,6.56151138367,9.12790554741,-0.714676766449,0.15857494383,
B,0.0,-0.0846031763944,-0.974072759147,-0.734326467591,1.0,-2.16659437303,2.12286627131,6.97716131902,0.536122580599,-0.384867764103,
A,1.0,1.96088441088,-1.27115185327,1.98703933062,1.0,8.00501245784,2.3932591482,1.55149203191,-1.38762684729,-0.39053129425,
A,1.0,-0.569422901008,-1.91781386117,1.04748637208,0.0,2.46748553906,2.90414578463,-0.0967936989645,-1.69240645898,-1.50926364406,
B,0.0,-1.08331069074,-0.829952646803,1.65755507118,1.0,4.45597780878,2.42743033485,8.89933973075,-1.00148641406,1.30316940908,
B,1.0,0.513840321225,1.51963802058,-0.46530380345,1.0,1.94366951452,2.96150074389,9.64994721452,-1.42181400708,1.05542337846,
D,0.0,1.81651509724,-0.142653355518,-0.444384382405,0.0,1.21175174281,6.9042378144,4.7308957643,-0.19036140996,-1.95630934984,
A,0.0,1.68638773623,-1.95159989382,-1.72472412237,1.0,9.12983695803,2.07533047539,-0.465278811997,-1.56563943949,1.2623892846,
D,1.0,-0.487681715726,-1.1654270618,-1.23275981864,1.0,4.37176057288,6.89367499234,3.46995019543,1.95787470947,-0.0142965405251,
B,1.0,1.34475667336,1.90886839627,-0.67578170855,0.0,2.86639966023,1.91206162745,9.28444365817,-0.678941008095,1.21193345717,
A,0.0,1.62261013094,0.806637820333,1.49275462468,0.0,7.80490482387,2.63171415304,-1.40179938584,-0.00134034159857,-1.15509149875,
B,0.0,1.19002242741,-1.19901492,-0.81229855011,1.0,-0.608161259051,2.83811549989,9.50102176438,1.92986121069,0.282122632275,
D,1.0,1.40441420067,-0.394877229805,-1.72274009852,1.0,8.92241248844,7.79248569683,3.48830963066,0.538281343902,1.65056086394,
A,1.0,1.46544730023,-0.691977479125,-1.67135823519,1.0,4.49705040937,2.74015861396,-0.607747228997,1.62697857278,1.23315964495,
C,1.0,0.386327124143,-1.37600624086,0.0148715802978,1.0,4.60493926878,6.76678863733,10.0958227565,1.74063269219,-0.491614505795,
A,0.0,1.01386500722,-1.31060794771,1.52473228505,0.0,-1.89057767126,2.36876224358,0.535648705416,-0.985407418018,-0.23075431555,
A,0.0,-1.52616789818,0.337415077444,0.0392789276933,0.0,4.49694070069,2.27245612846,0.859606465671,-1.05745335762,-0.469484956712,
D,1.0,0.797814457345,-1.78014605918,-0.0285960580651,1.0,4.31335568923,7.7050951508,3.99676006842,1.04729950551,-0.515371762608,
A,0.0,-1.30563357457,1.24356692576,1.2499896126,0.0,3.77872723686,2.80961774106,0.102841884247,-0.335852757508,0.209742543846,
A,1.0,-1.84577028477,0.0189940366957,-0.128178083651,1.0,1.15907155864,2.28673009819,-0.0242368324408,0.971792019704,-1.002512068,
A,1.0,1.52971911617,-1.92073804103,-0.440324215135,0.0,2.28571656694,2.16002422443,0.882247943388,-1.00129977404,0.117934281516,
D,0.0,-0.532578340149,1.91440098249,-1.2519620755,0.0,3.81530025444,7.23477546127,4.74222764295,0.048104156828,0.392471225766,
D,0.0,1.64812716792,1.2188664956,0.62054284514,0.0,2.85322160522,6.98319716254,3.68452684312,0.0174297215806,0.359901012532,
B,0.0,1.6223287014,0.546524615971,-1.6610268664,1.0,1.69646366196,2.29578533304,9.64487090233,-0.350290081451,-1.21726285171,
D,0.0,-0.441496610693,1.35976062516,-1.15498822201,0.0,7.03162837095,7.11917022645,4.25951033931,0.432712633546,-1.91748381172,
B,1.0,0.364157574067,-0.046474891926,1.75065727032,0.0,2.53049533381,2.06506723849,8.11932943135,-1.28993854255,1.74100950557,
A,0.0,-1.95811278375,1.90882866524,0.660459424698,0.0,10.4610565077,3.42041132213,0.680162638312,1.65808324508,0.0238445289731,
C,1.0,-0.588742987928,1.94414087073,1.06835857783,1.0,8.78801837311,7.38456677385,9.1866432394,0.254048411167,-1.065205401,
B,1.0,0.753445427779,-1.22182257017,-1.18167370931,0.0,3.13360012629,2.33180252646,10.1313546556,-1.83836722374,1.59165584668,
C,1.0,0.6606724648,-1.05312456965,-0.447696774007,0.0,5.48220509414,5.99478356695,9.01356088825,0.0273772908339,0.181527921919,
D,0.0,-0.816064242987,-1.16301128633,1.05747607135,1.0,4.79340068854,6.54303383862,4.48959357328,-0.13294204594,0.658762775576,
B,1.0,-1.61941310913,-1.53644205425,0.0939532204218,0.0,3.26922629084,2.4368643101,8.4699322881,-1.38511073912,0.283841185914,
A,0.0,0.664096348386,-0.517853308903,0.937521414559,0.0,2.34739470967,2.76446261092,-0.109035956289,-1.00419809563,-1.90023905266,
B,0.0,0.401066347812,-1.87209205102,-0.037748641582,1.0,8.6308481183,2.33829116498,7.94692783654,-1.25257646311,1.8264269376,
A,0.0,-0.375747460138,-0.662501654031,0.526998710679,0.0,6.63572328222,2.86825226735,0.255651996785,1.04539365763,-0.508864832469,
D,0.0,-0.718027397065,0.960574006059,-1.87591668935,1.0,0.17495408768,6.36753237796,4.70498441424,1.01157755813,0.729643130397,
A,0.0,1.61195244737,-0.657164263497,-1.75902880486,1.0,4.33681304592,2.32201212242,-0.175020706436,1.96290928949,0.3544211141,
A,1.0,-0.481265403278,-0.262428101361,-0.703786815385,1.0,-5.59359640812,2.10141472235,-0.0105382122944,-0.93028693838,-1.97872410069,
D,0.0,-0.85864300377,-1.55645082321,1.69944008081,1.0,2.27204132949,6.63105906188,3.81815155657,1.87811579971,-1.85603176361,
D,1.0,-1.64870220007,1.83785926765,0.18936887036,0.0,3.2528469086,6.20040533952,4.07021446439,-0.957839661136,-1.26405774309,
D,0.0,0.598499649372,0.57709633406,-0.900289057298,1.0,0.851884013553,7.10712821804,5.11754433323,-1.41645440462,-0.347265525077,
B,0.0,1.53823294295,0.175012454144,0.426754670127,1.0,-0.278051272607,2.36236908503,7.85734386399,0.0820241314584,-1.90780807514,
A,0.0,1.05899481373,0.678864152514,-0.0641815553941,1.0,2.32538300767,2.87911568314,-0.884513947432,1.79118436664,-0.279565896938,
C,0.0,0.723434452076,1.49211998317,0.0286884870766,0.0,2.30901890837,5.59381273431,9.28809808443,0.384553845103,-0.393969256231,
B,1.0,-1.82340969491,1.06582456994,-1.39712241743,1.0,6.80626885401,2.51015869051,10.0296654055,1.62502870899,-0.520729551025,
A,1.0,-0.9067463186,1.26120959181,0.438332702552,1.0,6.99854497337,2.3589381491,0.929668689486,1.81667448346,0.067208728354,
D,0.0,-0.203247661546,1.53578252616,-1.17148983622,0.0,4.83086376324,7.18762878394,4.53168177448,1.45771753481,1.58873129282,
B,1.0,0.0268357675115,1.99018919508,-0.555619209871,0.0,3.47770015894,2.7191568661,8.0515600042,-0.846782613191,1.55956523801,
D,0.0,1.78306416191,0.781231373523,0.349655262222,1.0,-2.45517849824,5.34607846541,4.46597144531,-0.437058682772,1.6643991397,
A,1.0,0.0231092478736,-1.3407905509,-1.46866069457,0.0,15.1071889157,2.98087446912,0.394101877686,1.09020294578,-0.525522584522,
A,0.0,-1.84478080139,0.791258024965,-1.99388482348,0.0,5.18223461143,2.72875641339,0.328904797241,-1.51276809844,-1.44407562001,
C,0.0,-0.846660564881,0.210618251794,-0.905993365116,1.0,2.52128404239,8.00191368364,9.39521288669,-1.65197261881,-1.54978425165,
D,0.0,1.48697735312,-1.50282742151,1.36015173358,0.0,-0.706792281551,6.65991939105,3.59883687834,0.523264037706,1.59120937698,
D,0.0,-1.6937077147,0.0431475018556,1.49523978265,0.0,4.48704607639,4.46345410177,4.13668446528,1.20311656917,1.12169313749,
D,0.0,-0.078943586317,-0.249478451628,-1.41461133283,0.0,2.70077991504,6.45183573355,4.76637747485,-0.942389732193,0.15762096838,
D,1.0,-1.26250992665,1.58160332185,0.159259150609,1.0,5.89902716073,7.11634229185,3.01181099465,-0.271275854498,-0.843416262671,
B,0.0,-1.56586892366,-0.066918128247,-0.349327600835,1.0,-2.46426779684,2.48459327253,9.62575438357,-1.1752260426,-0.0734747862729,
D,0.0,-1.58182754213,0.936162857024,-0.532997344815,0.0,-1.04709354352,6.07807168275,3.83789738587,-0.916799222406,-1.31128517686,
D,1.0,0.983235446364,-1.51935014177,-1.66492286772,0.0,0.919641773688,5.83079649066,5.21553734402,-1.6176742979,0.542844197136,
C,0.0,-0.804146078072,-1.15278355571,1.18180965566,0.0,1.83396311423,7.73928513527,8.48154737422,0.168791429522,1.19386886495,
D,0.0,1.19576501738,-1.46763450946,0.835585134669,1.0,1.9296173787,6.95362808071,3.94916481596,1.10117006942,-1.17513782004,
C,0.0,-1.74770987926,-1.3524022724,-0.20841022803,1.0,4.31761791612,8.92275809548,9.19446518973,-1.07296950963,-0.238150035959,
A,0.0,0.73960124752,-1.04397643922,0.959080016974,0.0,0.667934089105,3.13405551015,0.203774948517,1.49725207707,1.84688009351,
B,1.0,-1.2428929077,0.16950089621,-1.42218380749,1.0,2.38398459972,2.32458046622,9.89376255173,-0.698350287215,-0.190162720576,
D,0.0,-0.0944138113,1.73384960528,-0.237830592148,0.0,9.57755775701,7.26985595596,3.88124813443,-1.99015743166,-0.5546840673,
A,0.0,-0.411431371116,-1.46258579873,1.95216635001,0.0,7.40849998544,2.20407797204,0.818660972613,-1.00383766573,-1.95394846621,
A,1.0,1.9559740671,-1.84992737914,-0.342824153224,0.0,-1.14141645123,2.41890864054,0.676398001618,1.189786113,1.91562679088,
A,0.0,1.00290573887,1.19422096495,1.66574809153,0.0,4.73585434722,2.61591868576,1.96959865106,-1.80198021571,-0.634167398093,
D,1.0,-1.59643989559,0.405496191303,-1.98039216087,0.0,8.52561076897,7.64598735368,3.65026704006,-0.55169945583,-0.637474111202,
B,0.0,0.80647584337,-0.53283722729,1.21419252987,1.0,3.78857489267,2.55612478622,9.58352804494,1.03646588075,0.0841856068913,
C,0.0,0.145983183812,0.447089413601,-1.97535280288,1.0,3.24658373426,6.70997046545,8.9964461705,-0.206888657149,1.10880870033,
D,1.0,-1.37771878777,-1.00581146806,0.997596011529,0.0,10.0869243332,6.35831396203,3.4636159926,-1.83060084982,1.21532926612,
B,1.0,-1.93744113206,-1.49073260158,1.26550218163,1.0,5.25886967481,2.5457746663,7.58566659878,-0.314993375611,0.153512549479,
B,0.0,0.392832491025,0.368122146538,0.672151602511,0.0,3.20428614211,2.51512622074,8.98121480755,-1.56867141005,0.0778445929227,
B,0.0,0.359729350025,0.462868980977,-0.626318520017,1.0,-4.42210100503,2.60490374424,8.54910081238,1.98328443115,1.16829823456,
A,0.0,-0.579720300944,-0.016196758555,-1.41613297317,0.0,2.57311444857,2.54963820956,0.296418877121,0.362568897998,0.167175493555,
A,1.0,1.65378975205,-0.151266829709,-1.80144352105,0.0,1.61000662863,2.53999931566,0.465124177135,-1.92504141271,0.212189246123,
C,0.0,-1.92130562099,-0.221019303923,0.323968816793,1.0,-2.02721139317,6.43931765237,8.95608594787,-0.390693382868,1.13002829966,
A,1.0,-0.153862235953,-1.89943278335,-1.56748056991,1.0,4.71372766825,2.40051290101,-0.144894932145,0.636509691144,-1.61625704634,
A,1.0,0.88708548647,0.578531172425,-1.2744755663,0.0,-2.69138175787,2.53926909213,0.681479531028,1.06144449912,1.03073922078,
C,1.0,0.586995520026,-1.90750979573,1.82967749836,0.0,4.54649616614,6.65633257461,9.49255209111,1.29895198877,-0.791422240141,
A,1.0,-1.0839567266,-1.97229358171,-1.64353283295,0.0,4.74377111407,2.65769134713,0.0744838504231,0.214785456136,1.58419454118,
D,1.0,-0.935885601399,0.440798613249,-1.43710671431,0.0,4.34437263542,4.30833845045,5.01585518947,1.70952963765,-0.251534955457,
D,1.0,-1.18920715643,0.63538627894,0.797393381678,0.0,2.63902577468,5.85194511027,3.5331568551,0.0184673247968,-0.377064297985,
D,1.0,-1.89889201273,-1.54272259448,-1.26546704003,1.0,3.57417860808,8.42688155675,3.41205507126,0.436871923412,1.36279747973,
A,1.0,0.604251992342,-1.04383895728,0.447423653745,0.0,1.87211262964,2.51052809435,0.567034246433,1.61130185079,0.0619505560871,
D,1.0,0.145630521194,1.63807548038,-1.71420907396,1.0,5.07852460607,6.26146289174,3.85774853553,-0.867577817192,-1.68436491999,
C,1.0,1.02696434482,1.72490153164,-0.847109838022,1.0,3.16563157533,7.61802512953,8.34115783986,-0.500286841507,1.0995951919,
D,0.0,1.97495590712,1.80677107104,-0.410901939534,0.0,6.93570195607,6.76117183287,4.55801400279,-1.0441673029,0.621610055452,
D,1.0,-0.489683534921,-0.968130834646,0.0695298830555,1.0,-0.921190733077,6.79683679127,3.35238072754,-0.0885731298596,0.227767512843,
B,1.0,0.400537945247,0.706193880986,-1.62557629304,0.0,3.63931035732,2.47494990826,9.4905649177,-1.04860060997,1.42050145646,
C,0.0,-1.46139959237,-0.821255136435,-0.661173108439,0.0,1.0186638633,7.56662029612,9.65026220599,-0.103802350478,-0.422208143986,
A,1.0,0.470954989232,1.98170803199,-1.67670273116,0.0,-0.973672941839,2.31722352581,-0.566289571309,-0.709245073816,1.24634930613,
D,0.0,-1.12122472499,-1.83835724007,1.45954576973,0.0,9.05821531009,5.17342553528,2.71867590638,-0.568904897016,1.13459357866,
C,1.0,-0.422286516669,0.0098571235516,1.18639792175,1.0,2.22336268541,6.71637088945,9.93298297284,0.444904208693,-0.820157924036,
B,0.0,1.31213631244,-0.290266738606,-1.07663394616,0.0,0.207443783122,2.62927926061,9.69891520658,-0.636220724679,-1.80413200476,
A,0.0,1.56463175297,-0.191210919996,0.468383658349,1.0,2.64908740702,2.46061228662,-0.793454386468,-0.29368853359,1.84361779838,
D,1.0,1.8403002924,-1.09818804597,0.0683251695388,1.0,4.30309332268,7.9735940826,4.59490238324,-0.257930953602,-0.00469034037299,
A,1.0,-0.318263531861,1.07744217387,-1.27194456927,1.0,3.58410284752,2.44858044238,-0.709372252696,-0.742113996468,-0.49943232905,
